url,entropy,pathentropy,hostname_length,path_length,tld_length,count-,count-@,special_chacter,count-http,count-https,count-www,count-digit,count-letter,count_dir,Iframe,SubmittingToEmail,WebTraffic,Redirection,google_index,url_length,DomainRegistrationLength,HavingIp,sfh,short_url_service,favicon
https://www.naverlabs.com,4.053660689688185,0.0,17,0,3,1,1,2,1,1,1,0,20,0,1,1,0,1,-1,1,0,-1,1,1,-1
http://whale.naver.com,3.913977073182751,0.0,15,0,3,1,1,2,1,0,0,0,17,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://search.naver.com/search.naver,3.756090189660914,3.238901256602631,16,13,3,1,1,3,1,1,0,0,30,1,1,1,1,1,-1,1,-1,-1,0,1,-1
https://www.navercorp.com,3.893660689688185,0.0,17,0,3,1,1,2,1,1,1,0,20,0,1,1,1,1,-1,1,0,-1,1,1,-1
https://recruit.navercorp.com/naver/recruitMain,3.9393516822969215,3.3502090290998976,21,18,3,1,1,2,1,1,0,0,40,2,1,1,1,1,-1,1,0,-1,1,1,1
https://www.navercorp.com/naver/proposalGuide,4.197082818407666,3.721928094887362,17,20,3,1,1,2,1,1,1,0,38,2,1,1,1,1,-1,1,0,-1,0,1,-1
https://help.naver.com,3.913977073182751,0.0,14,0,3,1,1,2,1,1,0,0,17,0,1,1,1,1,-1,1,-1,-1,0,1,-1
https://nid.naver.com/user2/api/naverProfile.nhn,4.220713678734406,3.90231157591703,13,27,3,1,1,3,1,1,0,1,38,3,1,1,1,1,-1,1,-1,-1,1,1,0
https://nid.naver.com/nidlogin.logout,4.100816878908575,3.202819531114783,13,16,3,1,1,3,1,1,0,0,30,1,1,1,1,1,-1,1,-1,-1,0,1,0
https://nid.naver.com/user2/help/myInfo.nhn,4.275475372019214,3.8453509366224354,13,22,3,1,1,3,1,1,0,1,33,3,1,1,1,1,-1,1,-1,-1,0,1,0
https://nid.naver.com/user2/eSign/v1/home/land,4.2702688157439,3.909275070710712,13,25,3,1,1,2,1,1,0,2,34,5,1,1,1,1,-1,1,-1,-1,1,1,0
https://nid.naver.com/membership/my,4.0791433740260095,3.182005814760214,13,14,3,1,1,2,1,1,0,0,28,2,1,1,1,1,-1,1,-1,-1,0,1,0
https://pay.naver.com,3.916126946588283,0.0,13,0,3,1,1,2,1,1,0,0,16,0,1,1,1,1,-1,1,-1,-1,1,1,-1
https://blog.naver.com/MyBlog.nhn,4.225619876671973,3.277613436819116,14,11,3,1,1,3,1,1,0,0,26,1,1,1,1,1,-1,1,-1,-1,0,1,0
https://noti.naver.com/index.nhn,3.941428031846024,2.8464393446710154,14,10,3,1,1,3,1,1,0,0,25,1,1,1,1,1,-1,1,-1,-1,0,1,0
